诗编号,作者,卷编号,篇名,题材特征,末句韵部
473,佚名,卷11_1,郊庙歌辞·五郊乐章·黄帝宫音,1000000,15
474,佚名,卷11_2,郊庙歌辞·五郊乐章·肃和,2000000,67
475,佚名,卷11_3,郊庙歌辞·五郊乐章·雍和,2000010,10
476,佚名,卷11_4,郊庙歌辞·五郊乐章·舒和,110010,22
477,佚名,卷11_5,郊庙歌辞·五郊乐章·青帝角音,1010000,102
478,佚名,卷11_6,郊庙歌辞·五郊乐章·肃和,3201000,66
479,佚名,卷11_7,郊庙歌辞·五郊乐章·雍和,0,37
480,佚名,卷11_8,郊庙歌辞·五郊乐章·舒和,110000,64
481,佚名,卷11_9,郊庙歌辞·五郊乐章·赤帝徵音,1000010,35
482,佚名,卷11_10,郊庙歌辞·五郊乐章·肃和,10000,75
483,佚名,卷11_11,郊庙歌辞·五郊乐章·雍和,1000000,21
484,佚名,卷11_12,郊庙歌辞·五郊乐章·舒和,1010000,13
485,佚名,卷11_13,郊庙歌辞·五郊乐章·白帝商音,1000010,22
486,佚名,卷11_14,郊庙歌辞·五郊乐章·肃和,2010001,82
487,佚名,卷11_15,郊庙歌辞·五郊乐章·雍和,1000100,35
488,佚名,卷11_16,郊庙歌辞·五郊乐章·舒和,1010000,21
489,佚名,卷11_17,郊庙歌辞·五郊乐章·黑帝羽音,101020,66
490,佚名,卷11_18,郊庙歌辞·五郊乐章·肃和,5101000,65
491,佚名,卷11_19,郊庙歌辞·五郊乐章·雍和,2101010,84
492,佚名,卷11_20,郊庙歌辞·五郊乐章·舒和,10010,21
493,佚名,卷11_21,郊庙歌辞·五郊乐章·黄郊迎神,2100010,10
494,佚名,卷11_22,郊庙歌辞·五郊乐章·送神,2311020,25
495,佚名,卷11_23,郊庙歌辞·五郊乐章·青郊迎神,1000000,102
496,佚名,卷11_24,郊庙歌辞·五郊乐章·送神,1010000,101
497,佚名,卷11_25,郊庙歌辞·五郊乐章·赤郊迎神,3000001,39
498,佚名,卷11_26,郊庙歌辞·五郊乐章·送神,1020001,51
499,佚名,卷11_27,郊庙歌辞·五郊乐章·白郊迎神,3100000,21
500,佚名,卷11_28,郊庙歌辞·五郊乐章·送神,1120001,25
501,佚名,卷11_29,郊庙歌辞·五郊乐章·黑郊迎神,2000000,84
502,佚名,卷11_30,郊庙歌辞·五郊乐章·送神,2010000,64
503,佚名,卷11_31,郊庙歌辞·朝日乐章·肃和,210010,92
504,佚名,卷11_32,郊庙歌辞·朝日乐章·雍和,2000000,21
505,佚名,卷11_33,郊庙歌辞·朝日乐章·舒和,1100020,11
506,佚名,卷11_34,郊庙歌辞·朝日乐章·迎神,2202020,3
507,佚名,卷11_35,郊庙歌辞·朝日乐章·送神,0,10
508,佚名,卷11_36,郊庙歌辞·夕月乐章·肃和,2010000,21
509,佚名,卷11_37,郊庙歌辞·夕月乐章·雍和,1100000,62
510,佚名,卷11_38,郊庙歌辞·夕月乐章·舒和,1000010,22
511,佚名,卷11_39,郊庙歌辞·祀九宫贵神乐章·豫和（1）,10,21
512,佚名,卷11_39,郊庙歌辞·祀九宫贵神乐章·豫和（2）,2000000,92
513,佚名,卷11_39,郊庙歌辞·祀九宫贵神乐章·豫和（3）,1000010,70
514,佚名,卷11_39,郊庙歌辞·祀九宫贵神乐章·豫和（4）,2000000,21
515,佚名,卷11_39,郊庙歌辞·祀九宫贵神乐章·豫和（5）,11101,69
516,佚名,卷11_39,郊庙歌辞·祀九宫贵神乐章·豫和（6）,2000000,7
517,佚名,卷11_40,郊庙歌辞·祀九宫贵神乐章·太和,2100020,21
518,佚名,卷11_41,郊庙歌辞·祀九宫贵神乐章·肃和,2020000,92
519,佚名,卷11_42,郊庙歌辞·祀九宫贵神乐章·雍和,200030,12
520,佚名,卷11_43,郊庙歌辞·祀九宫贵神乐章·寿和,2010001,10
521,佚名,卷11_44,郊庙歌辞·祀九宫贵神乐章·福和,3000000,15
522,佚名,卷11_45,郊庙歌辞·祀九宫贵神乐章·舒和,1100010,10
523,佚名,卷11_46,郊庙歌辞·祀九宫贵神乐章·凯安,2211010,9
524,佚名,卷11_47,郊庙歌辞·祀九宫贵神乐章·肃和,1000000,97
525,佚名,卷11_48,郊庙歌辞·祀九宫贵神乐章·豫和,1000010,23
526,包佶,卷11_49,郊庙歌辞·祀风师乐章·迎神,4000010,0
527,包佶,卷11_50,郊庙歌辞·祀风师乐章·奠币登歌,1010001,84
528,包佶,卷11_51,郊庙歌辞·祀风师乐章·迎俎酌献,1010000,21
529,包佶,卷11_52,郊庙歌辞·祀风师乐章·亚献终献,2100001,10
530,包佶,卷11_53,郊庙歌辞·祀风师乐章·送神,2120001,22
531,包佶,卷11_54,郊庙歌辞·祀雨师乐章·迎神,10,15
532,包佶,卷11_55,郊庙歌辞·祀雨师乐章·奠币登歌,2010000,66
533,包佶,卷11_56,郊庙歌辞·祀雨师乐章·迎俎酌献,3000000,81
534,包佶,卷11_57,郊庙歌辞·祀雨师乐章·亚献终献,1010010,0
535,包佶,卷11_58,郊庙歌辞·祀雨师乐章·送神,1000000,11
536,佚名,卷12_1,郊庙歌辞·祭方丘乐章·顺和,1010010,23
537,佚名,卷12_2,郊庙歌辞·祭方丘乐章·肃和,1100020,3
538,佚名,卷12_3,郊庙歌辞·祭方丘乐章·雍和,0,21
539,佚名,卷12_4,郊庙歌辞·祭方丘乐章·舒和,0,1
540,佚名,卷12_5,郊庙歌辞·祭方丘乐章·顺和,2000000,22
541,佚名,卷12_6,郊庙歌辞·武后大享拜洛乐章·昭和,2001020,0
542,佚名,卷12_7,郊庙歌辞·武后大享拜洛乐章·致和,3000020,21
543,佚名,卷12_8,郊庙歌辞·武后大享拜洛乐章·咸和,10000,24
544,佚名,卷12_9,郊庙歌辞·武后大享拜洛乐章·九和,0,23
545,佚名,卷12_10,郊庙歌辞·武后大享拜洛乐章·显和（拜洛）,2000000,3
546,佚名,卷12_11,郊庙歌辞·武后大享拜洛乐章·显和（受图）,2000101,6
547,佚名,卷12_12,郊庙歌辞·武后大享拜洛乐章·昭和,2010010,22
548,佚名,卷12_13,郊庙歌辞·武后大享拜洛乐章·敬和,1001201,75
549,佚名,卷12_14,郊庙歌辞·武后大享拜洛乐章·齐和,0,21
550,佚名,卷12_15,郊庙歌辞·武后大享拜洛乐章·德和,1001202,33
551,佚名,卷12_16,郊庙歌辞·武后大享拜洛乐章·禋和,1010000,62
552,佚名,卷12_17,郊庙歌辞·武后大享拜洛乐章·通和,3000030,26
553,佚名,卷12_18,郊庙歌辞·武后大享拜洛乐章·归和,0,6
554,佚名,卷12_19,郊庙歌辞·武后大享拜洛乐章·又归和,2000000,22
555,佚名,卷12_20,郊庙歌辞·祭方丘乐章·顺和,1000000,33
556,佚名,卷12_21,郊庙歌辞·祭方丘乐章·金奏,2000000,22
557,佚名,卷12_22,郊庙歌辞·祭方丘乐章·顺和,1100010,35
558,韩思复,卷12_23,郊庙歌辞·祭汾阴乐章·顺和（林钟宫）,1000000,10
559,卢从愿,卷12_24,郊庙歌辞·祭汾阴乐章·太簇角,2000000,22
560,刘晃,卷12_25,郊庙歌辞·祭汾阴乐章·姑洗徵,1100000,10
561,韩休,卷12_26,郊庙歌辞·祭汾阴乐章·南吕羽,1000000,3
562,王晙,卷12_27,郊庙歌辞·祭汾阴乐章·太和,1000010,21
563,崔玄童,卷12_28,郊庙歌辞·祭汾阴乐章·肃和,1000000,0
564,贾曾,卷12_29,郊庙歌辞·祭汾阴乐章·雍和,2000000,21
565,苏颋,卷12_30,郊庙歌辞·祭汾阴乐章·寿和,1100010,10
566,何鸾,卷12_31,郊庙歌辞·祭汾阴乐章·舒和,1000000,15
567,蒋挺,卷12_32,郊庙歌辞·祭汾阴乐章·凯安,1000000,21
568,源光裕,卷12_33,郊庙歌辞·祭汾阴乐章·顺和,0,92
569,佚名,卷12_34,郊庙歌辞·禅社首乐章·顺和,10000,22
570,佚名,卷12_35,郊庙歌辞·禅社首乐章·太和,1010000,3
571,佚名,卷12_36,郊庙歌辞·禅社首乐章·肃和,1001,80
572,佚名,卷12_37,郊庙歌辞·禅社首乐章·雍和,0,75
573,佚名,卷12_38,郊庙歌辞·禅社首乐章·寿和,0,10
574,佚名,卷12_39,郊庙歌辞·禅社首乐章·福和,1000,1
575,佚名,卷12_40,郊庙歌辞·禅社首乐章·太和,2000010,101
576,佚名,卷12_41,郊庙歌辞·禅社首乐章·灵具醉,0,3
577,佚名,卷12_42,郊庙歌辞·祭神州乐章·肃和,1101020,75
578,佚名,卷12_43,郊庙歌辞·祭神州乐章·雍和,3010000,21
579,佚名,卷12_44,郊庙歌辞·祭神州乐章·舒和,1000101,15
580,佚名,卷12_45,郊庙歌辞·祭神州乐章·迎神,1000010,101
581,佚名,卷12_46,郊庙歌辞·祭神州乐章·送神,3010001,66
582,佚名,卷12_47,郊庙歌辞·祭太社乐章·肃和,2000010,66
583,佚名,卷12_48,郊庙歌辞·祭太社乐章·雍和,0,62
584,佚名,卷12_49,郊庙歌辞·祭太社乐章·舒和,3000000,15
585,佚名,卷12_50,郊庙歌辞·祭太社乐章·迎神,101101,10
586,佚名,卷12_51,郊庙歌辞·祭太社乐章·送神,1000010,62
587,佚名,卷12_52,郊庙歌辞·蜡百神乐章·肃和,1000000,33
588,佚名,卷12_53,郊庙歌辞·蜡百神乐章·雍和,1010100,84
589,佚名,卷12_54,郊庙歌辞·蜡百神乐章·舒和,10,23
590,佚名,卷12_55,郊庙歌辞·蜡百神乐章·迎神,1000000,33
591,佚名,卷12_56,郊庙歌辞·蜡百神乐章·送神,1000010,0
592,佚名,卷12_57,郊庙歌辞·享先农乐章·咸和,1000001,15
593,佚名,卷12_58,郊庙歌辞·享先农乐章·肃和,1010000,15
594,佚名,卷12_59,郊庙歌辞·享先农乐章·雍和,10,35
595,佚名,卷12_60,郊庙歌辞·享先农乐章·舒和,1010000,5
596,佚名,卷12_61,郊庙歌辞·享先农乐章·咸和,2010000,24
597,佚名,卷12_62,郊庙歌辞·享先蚕乐章·永和,1200020,0
598,佚名,卷12_63,郊庙歌辞·享先蚕乐章·肃和,1000010,10
599,佚名,卷12_64,郊庙歌辞·享先蚕乐章·展敬,2000000,22
600,佚名,卷12_65,郊庙歌辞·享先蚕乐章·絜诚,1000100,21
601,佚名,卷12_66,郊庙歌辞·享先蚕乐章·昭庆,2000000,22
602,佚名,卷12_67,郊庙歌辞·释奠文宣王乐章·诚和,3010000,101
603,佚名,卷12_68,郊庙歌辞·释奠文宣王乐章·承和,1000010,10
604,佚名,卷12_69,郊庙歌辞·释奠文宣王乐章·肃和,0,15
605,佚名,卷12_70,郊庙歌辞·释奠文宣王乐章·雍和,0,75
606,佚名,卷12_71,郊庙歌辞·释奠文宣王乐章·舒和,2000000,3
607,佚名,卷12_72,郊庙歌辞·享孔子庙乐章·迎神,1000000,10
608,佚名,卷12_73,郊庙歌辞·享孔子庙乐章·送神,1010000,84
609,佚名,卷12_74,郊庙歌辞·释奠武成王乐章·迎神,1100020,0
610,佚名,卷12_75,郊庙歌辞·释奠武成王乐章·奠币登歌,10,102
611,佚名,卷12_76,郊庙歌辞·释奠武成王乐章·迎俎酌献,100,62
612,佚名,卷12_77,郊庙歌辞·释奠武成王乐章·亚献终献,2000000,0
613,佚名,卷12_78,郊庙歌辞·释奠武成王乐章·送神,1000000,97
614,姚崇,卷12_79,郊庙歌辞·享龙池乐章·第一章,3110201,10
615,蔡孚,卷12_80,郊庙歌辞·享龙池乐章·第二章,4314122,15
616,沈佺期,卷12_81,郊庙歌辞·享龙池乐章·第三章,7213221,4
617,卢怀慎,卷12_82,郊庙歌辞·享龙池乐章·第四章,1313120,15
618,姜皎,卷12_83,郊庙歌辞·享龙池乐章·第五章,3212302,14
619,崔日用,卷12_84,郊庙歌辞·享龙池乐章·第六章,3101312,6
620,苏颋,卷12_85,郊庙歌辞·享龙池乐章·第七章,3121211,15
621,李乂,卷12_86,郊庙歌辞·享龙池乐章·第八章,2000122,5
622,姜晞,卷12_87,郊庙歌辞·享龙池乐章·第九章,3002030,15
623,裴璀,卷12_88,郊庙歌辞·享龙池乐章·第十章,6113121,15
624,佚名,卷13_1,郊庙歌辞·享太庙乐章·永和,3000010,3
625,佚名,卷13_2,郊庙歌辞·享太庙乐章·肃和,2000000,82
626,佚名,卷13_3,郊庙歌辞·享太庙乐章·雍和,0,62
627,佚名,卷13_4,郊庙歌辞·享太庙乐章·长发舞,1000000,21
628,佚名,卷13_5,郊庙歌辞·享太庙乐章·大基舞,1000010,15
629,佚名,卷13_6,郊庙歌辞·享太庙乐章·大成舞,1000100,11
630,佚名,卷13_7,郊庙歌辞·享太庙乐章·大明舞,2011030,19
631,佚名,卷13_8,郊庙歌辞·享太庙乐章·寿和,0,10
632,佚名,卷13_9,郊庙歌辞·享太庙乐章·舒和,1000100,21
633,佚名,卷13_10,郊庙歌辞·享太庙乐章·雍和,1000000,33
634,佚名,卷13_11,郊庙歌辞·享太庙乐章·永和,10100,3
635,佚名,卷13_12,郊庙歌辞·享太庙乐章·崇德舞,100000,21
636,佚名,卷13_13,郊庙歌辞·享太庙乐章·钧天舞,4101030,15
637,佚名,卷13_14,郊庙歌辞·享太庙乐章·太和舞,100000,10
638,佚名,卷13_15,郊庙歌辞·享太庙乐章·景云舞,4000110,15
639,佚名,卷13_16,郊庙歌辞·享太庙乐章·光大舞,1200010,12
640,佚名,卷13_17,郊庙歌辞·享太庙乐章·迎神,2000000,51
641,佚名,卷13_18,郊庙歌辞·享太庙乐章·金奏,0,21
642,佚名,卷13_19,郊庙歌辞·享太庙乐章·送神,10,3
643,佚名,卷13_20,郊庙歌辞·武后享清庙乐章十首·第一,3100020,0
644,佚名,卷13_21,郊庙歌辞·武后享清庙乐章十首·第二,1000000,10
645,佚名,卷13_22,郊庙歌辞·武后享清庙乐章十首·第三登歌,1000000,22
646,佚名,卷13_23,郊庙歌辞·武后享清庙乐章十首·第四迎神,0,26
647,佚名,卷13_24,郊庙歌辞·武后享清庙乐章十首·第五饮福,0,21
648,佚名,卷13_25,郊庙歌辞·武后享清庙乐章十首·第六送文舞,1000021,9
649,佚名,卷13_26,郊庙歌辞·武后享清庙乐章十首·第七迎武舞,2000030,22
650,佚名,卷13_27,郊庙歌辞·武后享清庙乐章十首·第八武舞作,1001010,36
651,佚名,卷13_28,郊庙歌辞·武后享清庙乐章十首·第九彻俎,10100,25
652,佚名,卷13_29,郊庙歌辞·武后享清庙乐章十首·第十送神,2000000,4
653,佚名,卷13_30,郊庙歌辞·享太庙乐章·严和,1000010,25
654,佚名,卷13_31,郊庙歌辞·享太庙乐章·升和,0,3
655,佚名,卷13_32,郊庙歌辞·享太庙乐章·虔和,0,23
656,佚名,卷13_33,郊庙歌辞·享太庙乐章·歆和,0,25
657,佚名,卷13_34,郊庙歌辞·享太庙乐章·承光舞,4211120,35
658,佚名,卷13_35,郊庙歌辞·享太庙乐章·延和,1000010,21
659,佚名,卷13_36,郊庙歌辞·享太庙乐章·同和,0,22
660,佚名,卷13_37,郊庙歌辞·享太庙乐章·宁和,1001000,82
661,佚名,卷13_38,郊庙歌辞·享太庙乐章·恭和,0,22
662,佚名,卷13_39,郊庙歌辞·享太庙乐章·通和,1000000,24
663,佚名,卷13_40,郊庙歌辞·享太庙乐章·昭和,1000000,22
664,佚名,卷13_41,郊庙歌辞·享太庙乐章·诚敬,1100010,0
665,佚名,卷13_42,郊庙歌辞·享太庙乐章·肃和,101010,15
666,佚名,卷13_43,郊庙歌辞·享太庙乐章·昭感,2000000,1
667,佚名,卷13_44,郊庙歌辞·享太庙乐章·永和三章（1）,1010010,26
668,佚名,卷13_44,郊庙歌辞·享太庙乐章·永和三章（2）,3000000,15
669,佚名,卷13_44,郊庙歌辞·享太庙乐章·永和三章（3）,1000000,22
670,佚名,卷13_45,郊庙歌辞·享太庙乐章·太和,1000000,1
671,佚名,卷13_46,郊庙歌辞·享太庙乐章·肃和,2010000,21
672,佚名,卷13_47,郊庙歌辞·享太庙乐章·雍和二章（1）,3000101,22
673,佚名,卷13_47,郊庙歌辞·享太庙乐章·雍和二章（2）,20,22
674,佚名,卷13_48,郊庙歌辞·享太庙乐章·文舞,2111030,15
675,佚名,卷13_49,郊庙歌辞·享太庙乐章·光大舞,2000000,12
676,佚名,卷13_50,郊庙歌辞·享太庙乐章·长发舞,1010020,0
677,佚名,卷13_51,郊庙歌辞·享太庙乐章·大政舞,1000000,11
678,佚名,卷13_52,郊庙歌辞·享太庙乐章·大成舞,1111010,21
679,佚名,卷13_53,郊庙歌辞·享太庙乐章·大明舞,1200010,0
680,佚名,卷13_54,郊庙歌辞·享太庙乐章·崇德舞,1010010,70
681,佚名,卷13_55,郊庙歌辞·享太庙乐章·钧天舞,1000010,3
682,佚名,卷13_56,郊庙歌辞·享太庙乐章·大和舞,3000201,24
683,佚名,卷13_57,郊庙歌辞·享太庙乐章·景云舞,200000,6
684,佚名,卷13_58,郊庙歌辞·享太庙乐章·福和,100010,101
685,佚名,卷13_59,郊庙歌辞·享太庙乐章·舒和,1000000,22
686,佚名,卷13_60,郊庙歌辞·享太庙乐章·凯安四章（1）,1000010,0
687,佚名,卷13_60,郊庙歌辞·享太庙乐章·凯安四章（2）,1110010,21
688,佚名,卷13_60,郊庙歌辞·享太庙乐章·凯安四章（3）,2010000,1
689,佚名,卷13_60,郊庙歌辞·享太庙乐章·凯安四章（4）,0,39
690,佚名,卷13_61,郊庙歌辞·享太庙乐章·登歌,2100010,15
691,佚名,卷13_62,郊庙歌辞·享太庙乐章·永和,1000000,51
692,郭子仪,卷13_63,郊庙歌辞·享太庙乐章·广运舞,1000020,0
693,刘晏,卷13_64,郊庙歌辞·享太庙乐章·惟新舞,2001020,24
694,郭子仪,卷13_65,郊庙歌辞·享太庙乐章·保大舞,1000000,21
695,郑馀庆,卷13_66,郊庙歌辞·享太庙乐章·文明舞,2000000,12
696,郑絪,卷13_67,郊庙歌辞·享太庙乐章·大顺舞,2000000,21
697,段文昌,卷13_68,郊庙歌辞·享太庙乐章·象德舞,1000010,101
698,牛僧孺,卷13_69,郊庙歌辞·享太庙乐章·和宁舞,0,3
699,李回,卷13_70,郊庙歌辞·享太庙乐章·大定舞,1000000,35
700,夏侯孜,卷13_71,郊庙歌辞·享太庙乐章·宣宗室舞,0,21
701,萧仿,卷13_72,郊庙歌辞·享太庙乐章·懿宗室舞,1000000,21
702,佚名,卷13_73,郊庙歌辞·享太庙乐章·咸宁舞,3000000,21
703,佚名,卷14_1,郊庙歌辞·太清宫乐章·煌煌,1100010,15
704,佚名,卷14_2,郊庙歌辞·太清宫乐章·冲和,10000,26
705,佚名,卷14_3,郊庙歌辞·太清宫乐章·香初上,2000010,0
706,佚名,卷14_4,郊庙歌辞·太清宫乐章·再上,2000000,15
707,佚名,卷14_5,郊庙歌辞·太清宫乐章·终上,2100020,21
708,佚名,卷14_6,郊庙歌辞·太清宫乐章·紫极舞,4000020,23
709,佚名,卷14_7,郊庙歌辞·太清宫乐章·序入破第一奏,2001020,5
710,佚名,卷14_8,郊庙歌辞·太清宫乐章·第二奏,2000010,15
711,佚名,卷14_9,郊庙歌辞·太清宫乐章·第三奏,2000000,10
712,佚名,卷14_10,郊庙歌辞·太清宫乐章·登歌,10010,21
713,佚名,卷14_11,郊庙歌辞·太清宫乐章·真和,1000000,89
714,佚名,卷14_12,郊庙歌辞·德明兴圣庙乐章·迎神,1000000,98
715,佚名,卷14_13,郊庙歌辞·德明兴圣庙乐章·登歌奠币,0,66
716,佚名,卷14_14,郊庙歌辞·德明兴圣庙乐章·迎俎,4100000,22
717,佚名,卷14_15,郊庙歌辞·德明兴圣庙乐章·德明酌献,101,0
718,佚名,卷14_16,郊庙歌辞·德明兴圣庙乐章·兴圣酌献,101020,21
719,佚名,卷14_17,郊庙歌辞·德明兴圣庙乐章·亚献终献,1000000,75
720,佚名,卷14_18,郊庙歌辞·德明兴圣庙乐章·送神,1000100,3
721,徐彦伯,卷14_19,郊庙歌辞·仪坤庙乐章·永和,10,23
722,佚名,卷14_20,郊庙歌辞·仪坤庙乐章·金奏（一本无此章）,3000110,22
723,丘说,卷14_21,郊庙歌辞·仪坤庙乐章·太和,2100010,21
724,张齐贤,卷14_22,郊庙歌辞·仪坤庙乐章·肃和,0,10
725,郑善玉,卷14_23,郊庙歌辞·仪坤庙乐章·雍和,0,97
726,薛稷,卷14_24,郊庙歌辞·仪坤庙乐章·昭升,6021120,24
727,佚名,卷14_25,郊庙歌辞·仪坤庙乐章·坤贞,1100010,23
728,徐坚,卷14_26,郊庙歌辞·仪坤庙乐章·寿和,0,33
729,胡雄,卷14_27,郊庙歌辞·仪坤庙乐章·舒和,20000,3
730,刘子玄,卷14_28,郊庙歌辞·仪坤庙乐章·安和,1125020,22
731,员半千,卷14_29,郊庙歌辞·仪坤庙乐章·雍和,2000000,21
732,祝钦明,卷14_30,郊庙歌辞·仪坤庙乐章·永和,1100010,4
733,佚名,卷14_31,郊庙歌辞·仪坤庙乐章·迎神,2102020,21
734,佚名,卷14_32,郊庙歌辞·仪坤庙乐章·送神,2010000,51
735,佚名,卷14_33,郊庙歌辞·昭德皇后庙乐章·永和,100000,10
736,佚名,卷14_34,郊庙歌辞·昭德皇后庙乐章·肃和,0,11
737,佚名,卷14_35,郊庙歌辞·昭德皇后庙乐章·雍和,100010,22
738,佚名,卷14_36,郊庙歌辞·昭德皇后庙乐章·坤元,1100030,0
739,佚名,卷14_37,郊庙歌辞·昭德皇后庙乐章·寿和,10002,20
740,佚名,卷14_38,郊庙歌辞·昭德皇后庙乐章·舒和,1011010,19
741,佚名,卷14_39,郊庙歌辞·昭德皇后庙乐章·凯安,10,73
742,佚名,卷14_40,郊庙歌辞·昭德皇后庙乐章·雍和,10000,0
743,佚名,卷14_41,郊庙歌辞·昭德皇后庙乐章·永和,1101020,5
744,李舒,卷15_1,郊庙歌辞·让皇帝庙乐章·迎神,2000010,62
745,李舒,卷15_2,郊庙歌辞·让皇帝庙乐章·奠币,2100010,15
746,李舒,卷15_3,郊庙歌辞·让皇帝庙乐章·迎俎,0,15
